#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-10-18T14:32:59 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5806326966da	
#INFO	-out.max=unlimited	
#INFO	queryParameters=46	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:B/sb9&tab:{B/sb9/main}&tab:{B/sb9/orbits}&key:source=B/sb9/main&key:source=B/sb9/orbits&HTTPPRM:&&-ref=VIZ5806326966da&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/sb9/main,B/sb9/orbits
#-order=I
#-out=Seq
#-sort=Seq
#-joincol={B/sb9/main}.{Seq}
#-joincol=Seq
#-out=N
#-out=RAJ2000
#-out=DEJ2000
#-out=Comp
#-out=mag1
#-out=n_mag1
#-out=mag2
#-out=n_mag2
#-out=Sp1
#-out=Sp2
#-out=Name
#-out=Simbad
#Simbad=Simbad
#-out=o
#-out=Per
#-out=f_Per
#-out=e_Per
#-out=e
#-out=f_e
#-out=e_e
#-out=K1
#-out=K2
#-out=V0
#-out=rms1
#-out=rms2
#-out=Grade
#Grade=> -1
#-out=Ref
#SB8=SB8
#-out=Details
#Details=Details
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables B/sb9/main,B/sb9/orbits
#
#Table	B_sb9_main_B_sb9_orbits:
#Name: B/sb9/main,B/sb9/orbits
#Title:
#Column	_RAJ20001	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ20001	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Seq1	(I4)	[1/3531] System Number (SB8 number when Seq<=1469) \linkRole{aliases and known periods for this binary } [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	N1	(A1)	{\bf N} when a note exists	[ucd=phot.mag;em.IR.8-15um]
#Column	RAJ20001	(A11)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ20001	(A11)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Comp1	(a5)	Component	[ucd=meta.code.multip]
#Column	mag11	(F6.3)	? Magnitude of component 1	[ucd=phot.mag]
#Column	n_mag11	(A1)	[JPBVRyrIK] Filter in which mag1 is given	[ucd=meta.note]
#Column	mag21	(F6.3)	? Magnitude of component 2	[ucd=phot.mag]
#Column	n_mag21	(A1)	[PBVRyrIK] Filter in which mag2 is given	[ucd=meta.note]
#Column	Sp11	(a16)	MK Spectral type component 1	[ucd=src.spType]
#Column	Sp21	(a10)	MK Spectral type component 2	[ucd=src.spType]
#Column	Name1	(a29)	Name of the source (HIP when existing)	[ucd=meta.id]
#Column	Simbad1	(a6)	ask the {\bf\fg{FireBrick}Simbad} data-base about this object	[ucd=meta.ref.url]
#Column	N2	(A1)	{\bf N} when a note exists	[ucd=phot.mag;em.IR.8-15um]
#Column	o2	(I1)	Orbit number [NULL integer written as an empty string]	[ucd=meta.id]
#Column	Per2	(F12.4)	[0.05,116675] Period	[ucd=time.period]
#Column	f_Per2	(A1)	[a] a=assumed (fixed)	[ucd=meta.code]
#Column	e_Per2	(F12.4)	? Mean error on Per	[ucd=stat.error]
#Column	e2	(F6.4)	Orbital eccentricity	[ucd=src.orbital.eccentricity]
#Column	f_e2	(A1)	[>a] a=assumed (fixed) (1)	[ucd=meta.code]
#Column	e_e2	(F6.4)	? Mean error on eccentricity	[ucd=stat.error]
#Column	K12	(F7.2)	? Velocity amplitude of primary	[ucd=phys.veloc]
#Column	K22	(F7.2)	? Velocity amplitude of secondary	[ucd=phys.veloc]
#Column	V02	(F7.2)	? Systemtic velocity	[ucd=phys.veloc]
#Column	rms12	(F7.2)	? rms residuals of Radial Velocity primary	[ucd=stat.stdev]
#Column	rms22	(F7.2)	? rms residuals of Radial Velocity secondary	[ucd=stat.stdev]
#Column	Grade2	(F4.1)	? Grade of orbit (0=poor, 5=definitive)	[ucd=stat.weight]
#Column	Ref2	(a51)	Reference (bibcode) of orbit publication	[ucd=meta.bib]
#Column	Details2	(a7)	Detailed velocities and plots from http://sb9.astro.ulb.ac.be/	[ucd=meta.ref.url]
dec|ra|Seq|N|RAJ2000|DEJ2000|Comp|mag1|n_mag1|mag2|n_mag2|Sp1|Sp2|Name|Simbad|N|o|Per|f_Per|e_Per|e|f_e|e_e|K1|K2|V0|rms1|rms2|Grade|Ref|Details
+52.12586|097.22871|1659|N|06 28 54.89|+52 07 33.1|A    | 7.270|V|      | |F2              |          |HIP 30878                    |Simbad|N|1|   1350.0000| |            |0.0000| |      |   8.30|       |  16.34|   1.10|       | 4.0|2001Obs...121..315G                                |Details
+52.12586|097.22871|1660| |06 28 54.89|+52 07 33.1|Aa   | 7.270|V|      | |F2              |          |HIP 30878                    |Simbad| |1|      3.1458| |      0.0000|0.0078| |0.0020|  96.09| 100.27|   0.00|   1.10|   1.10| 3.0|2001Obs...121..315G                                |Details
+28.68586|160.87583|1661| |10 43 30.20|+28 41 09.1|     | 8.350|V|      | |G0V             |          |HIP 52465                    |Simbad| |1|      3.8743| |      0.0000|0.0000| |      |  88.46|  89.97| -32.33|   0.95|   0.95| 5.0|2001Obs...121..315G                                |Details
 +1.08889|296.88883|1662|N|19 47 33.32|+01 05 20.0|A    | 6.800|V|      | |G5              |          |HIP 97384                    |Simbad|N|1|      7.5892| |      0.0000|0.0000| |      |  48.73|  49.45|  13.94|   0.37|   0.37| 5.0|2001Obs...121...55G                                |Details
 -0.05111|324.88137|1663|N|21 39 31.53|-00 03 04.0|Aa   | 6.630|V|      | |F7III           |          |HIP 106942                   |Simbad|N|1|      5.8839| |      0.0000|0.0710| |0.0060|  14.60|       | -15.86|   0.47|       | 5.0|1996Obs...116..162G                                |Details
 -6.48797|243.69921|1664| |16 14 47.81|-06 29 16.7|     | 9.380|V|      | |K0              |          |BD -06 4388                  |Simbad| |1|   1468.0000| |      3.0000|0.6510| |0.0160|   8.01|       |   2.77|   0.43|       | 5.0|2000Obs...120..188G                                |Details
+45.79500|305.52237|1665| |20 22 05.37|+45 47 42.0|     | 5.600|V|      | |K0III           |          |HIP 100437                   |Simbad| |1|   1124.0600| |      0.1600|0.7590| |0.0040|   7.81|       | -24.56|   0.29|       | 5.0|2000Obs...120..260G                                |Details
+44.23822|319.07137|1666| |21 16 17.13|+44 14 17.6|     | 6.370|V|      | |K0III           |A7V       |HIP 105017                   |Simbad| |1|   1217.2000| |      0.2700|0.8084| |0.0015|  14.70|       | -16.61|   0.26|       | 5.0|2000Obs...120..320G                                |Details
 -8.48350|231.06262|1667| |15 24 15.03|-08 29 00.6|     | 8.630|V|      | |K2III           |          |BD -07 4015                  |Simbad| |1|   2002.0000| |      8.0000|0.3510| |0.0160|   4.93|       | -64.14|   0.24|       | 5.0|2000Obs...120..397G                                |Details
 -9.83989|235.78687|1668| |15 43 08.85|-09 50 23.6|     | 9.370|V|      | |K2III           |          |BD -09 4211                  |Simbad| |1|    845.0000| |     10.0000|0.3000| |0.0500|   3.38|       |  -2.93|   0.34|       | 4.0|2000Obs...120..397G                                |Details
+26.30117|227.09908|1669| |15 08 23.78|+26 18 04.2|     | 5.680|V|      | |K2III           |          |HIP 74087                    |Simbad| |1|   2567.1000| |      0.1000|0.8315| |0.0027|   9.25|       |  19.31|   0.30|       | 5.0|1999Obs...119..320G                                |Details
+14.65625|029.63083|1670| |01 58 31.40|+14 39 22.5|     |10.940|V|      | |                |          |BD +13 308                   |Simbad| |1|     20.7100| |      0.0090|0.3980| |0.0120|  17.71|       |  -7.78|   0.38|       | 4.0|1992AJ....104..774L                                |Details
+16.37264|015.27708|1671|N|01 01 06.50|+16 22 21.5|     |10.660|V|      | |sd:F7:          |          |HIP 4754                     |Simbad|N|1|    346.3800| |      0.7900|0.3720| |0.0110|  19.51|       | -86.63|   0.91|       | 4.0|1992AJ....104..774L                                |Details
+48.74100|023.59454|1672|N|01 34 22.69|+48 44 27.6|A    |11.000|V|      | |K0              |          |ADS 1221                     |Simbad|N|1|   1012.0000| |     13.0000|0.4520| |0.0610|   3.37|       |-202.62|   0.75|       | 4.0|1992AJ....104..774L                                |Details
+49.71186|024.00546|1673|N|01 36 01.31|+49 42 42.7|     |10.260|V|      | |F7              |          |HIP 7452                     |Simbad|N|1|     62.9670| |      0.0820|0.1558| |0.0052|  27.88|  28.54|-133.03|   0.66|   1.19| 4.0|1992AJ....104..774L                                |Details
+28.31078|032.09967|1674|N|02 08 23.92|+28 18 38.8|A    |10.000|V|      | |G5              |          |HIP 9971                     |Simbad|N|1|    207.8000| |      1.1000|0.2120| |0.0360|   6.30|       |  11.85|   0.58|       | 4.0|1992AJ....104..774L                                |Details
+28.30503|032.09962|1675|N|02 08 23.91|+28 18 18.1|B    |10.000|V|      | |K2              |          |HIP 9972                     |Simbad|N|1|     88.1800| |      0.2300|0.1560| |0.0140|  15.39|       |  12.03|   0.60|       | 4.0|1992AJ....104..774L                                |Details
+43.99294|039.42262|1676|N|02 37 41.43|+43 59 34.6|     |10.160|V|      | |F8              |          |BD +43 538                   |Simbad|N|1|    227.3000| |      1.0000|0.3040| |0.0280|   7.93|       | -53.60|   0.75|       | 4.0|1992AJ....104..774L                                |Details
+35.63708|043.25617|1677|N|02 53 01.48|+35 38 13.5|     | 8.400|V|      | |K0              |          |HIP 13438                    |Simbad|N|1|     28.9560| |      0.0110|0.2917| |0.0037|  39.85|  43.52|  58.12|   0.41|   1.59| 4.0|1992AJ....104..774L                                |Details
+72.27511|049.66042|1678|N|03 18 38.50|+72 16 30.4|     | 8.890|V|      | |F8              |          |HIP 15405                    |Simbad|N|1|    114.3770| |      0.0320|0.3809| |0.0064|  22.72|  26.22|  -3.20|   0.75|   1.92| 4.0|1992AJ....104..774L                                |Details
+18.38492|054.89000|1679|N|03 39 33.60|+18 23 05.7|     | 8.200|V|      | |G5              |          |HIP 17076                    |Simbad|N|1|      8.6512| |      0.0016|0.3943| |0.0033|  54.29|  56.44|   1.70|   0.87|   1.44| 4.0|1992AJ....104..774L                                |Details
+72.95164|074.15150|1680|N|04 56 36.36|+72 57 05.9|     | 9.500|V|      | |                |          |HIP 22973                    |Simbad|N|1|      7.5361| |      0.0012|0.0108| |0.0076|  15.55|       | -44.97|   0.46|       | 4.0|1992AJ....104..774L                                |Details
 +4.32108|078.18871|1681|N|05 12 45.29|+04 19 15.9|     |10.580|V|      | |                |          |HIP 24289                    |Simbad|N|1|      8.6617| |      0.0038|0.0122| |0.0078|  32.89|       |  61.89|   0.89|       | 4.0|1992AJ....104..774L                                |Details
+34.74636|081.65187|1682|N|05 26 36.45|+34 44 46.9|     |11.810|V|      | |sd:G0           |          |G 86-40                      |Simbad|N|1|    108.4800| |      0.1200|0.2560| |0.0200|  16.01|  17.70|-150.41|   0.96|   1.78| 4.0|1992AJ....104..774L                                |Details
 +0.30006|090.51750|1683|N|06 02 04.20|+00 18 00.2|     |12.750|V|      | |G               |          |G 106-19                     |Simbad|N|1|    560.0000| |      3.6000|0.1990| |0.0390|   7.73|       |-180.92|   0.77|       | 4.0|1992AJ....104..774L                                |Details
+38.14225|105.77025|1684|N|07 03 04.86|+38 08 32.1|     | 9.450|V|      | |G0              |          |HIP 33982                    |Simbad|N|1|     85.0500| |      0.1000|0.2390| |0.0110|  22.58|       |  64.00|   0.74|       | 4.0|1992AJ....104..774L                                |Details
+46.60981|117.21217|1685| |07 48 50.92|+46 36 35.3|     | 9.000|V|      | |G0              |          |BD +46 1314                  |Simbad| |1|     41.9670| |      0.0510|0.4100| |0.0460|  10.50|       |  40.73|   1.01|       | 4.0|1992AJ....104..774L                                |Details
+19.69767|124.03067|1686|N|08 16 07.36|+19 41 51.6|     |11.200|V|      | |sd:F0           |          |BD +20 2030                  |Simbad|N|1|     60.5920| |      0.0770|0.4620| |0.0250|   8.46|       | -67.19|   0.87|       | 4.0|1992AJ....104..774L                                |Details
+52.15328|142.57829|1687|N|09 30 18.79|+52 09 11.8|     | 9.470|V|      | |G0              |          |HIP 46613                    |Simbad|N|1|     16.9260| |      0.0170|0.0160| |0.0250|   8.28|       | -50.70|   0.61|       | 4.0|1992AJ....104..774L                                |Details
 -0.63711|153.12446|1688|N|10 12 29.87|-00 38 13.6|     |10.250|V|      | |G:              |          |HIP 50005                    |Simbad|N|1|   1259.0000| |     39.0000|0.3000| |0.1000|   2.27|       |  61.13|   0.81|       | 4.0|1992AJ....104..774L                                |Details
+79.23381|165.61354|1689|N|11 02 27.25|+79 14 01.7|     |11.740|V|      | |G2              |          |G 253-41                     |Simbad|N|1|    237.6300| |      0.7300|0.3930| |0.0390|   7.09|       |   3.44|   0.86|       | 4.0|1992AJ....104..774L                                |Details
+76.15242|166.68687|1690|N|11 06 44.85|+76 09 08.7|     |11.990|V|      | |                |          |G 253-44                     |Simbad|N|1|     19.3873| |      0.0063|0.5200| |0.0120|  12.09|       |  38.12|   0.58|       | 4.0|1992AJ....104..774L                                |Details
+39.31861|175.31642|1691| |11 41 15.94|+39 19 07.0|     |12.590|V|      | |K2              |          |G 176-46                     |Simbad| |1|     10.4432| |      0.0010|0.0540| |0.0130|       |  38.29|  39.01|       |   1.64| 4.0|1992AJ....104..774L                                |Details
-10.31239|183.79400|1692|N|12 15 10.56|-10 18 44.6|A    | 6.110|V|      | |F5V             |          |HIP 59750                    |Simbad|N|1|    853.2000| |      8.2000|0.0460| |0.0290|   7.87|       |   4.69|   0.65|       | 4.0|1992AJ....104..774L                                |Details
-10.31239|183.79400|1692|N|12 15 10.56|-10 18 44.6|A    | 6.110|V|      | |F5V             |          |HIP 59750                    |Simbad|N|2|    843.9000| |      1.1000|0.0460| |0.0160|   7.93|       |   4.36|   0.44|       | 4.0|2001AJ....122.3419C                                |Details
+27.47450|189.16437|1693|N|12 36 39.45|+27 28 28.2|     |10.860|V|      | |F2              |          |HIP 61545                    |Simbad|N|1|     60.1790| |      0.0940|0.5520| |0.0160|  14.59|       |-131.17|   0.62|       | 4.0|1992AJ....104..774L                                |Details
+20.80911|190.02933|1694|N|12 40 07.04|+20 48 32.8|     | 9.040|V|      | |K0              |          |HIP 61816                    |Simbad|N|1|     31.0198| |      0.0017|0.5609| |0.0062|  19.06|  19.61| -21.97|   0.65|   1.73| 4.0|1992AJ....104..774L                                |Details
 -1.36428|201.34796|1695|N|13 25 23.51|-01 21 51.4|     |13.600|V|      | |G:              |          |G 62-40                      |Simbad|N|1|     95.4500| |      0.0720|0.4620| |0.0200|  13.72|       | 125.67|   1.05|       | 4.0|1992AJ....104..774L                                |Details
+37.98900|217.11821|1696|N|14 28 28.37|+37 59 20.4|     |11.220|V|      | |sd:F5           |          |G 178-27                     |Simbad|N|1|     80.8200| |      0.4600|0.4370| |0.0620|   3.35|       |-180.46|   0.79|       | 4.0|1992AJ....104..774L                                |Details
+10.73981|225.95421|1697|N|15 03 49.01|+10 44 23.3|     |13.180|V|      | |                |          |G 66-59                      |Simbad|N|1|     10.7367| |      0.0004|0.0014| |0.0071|  44.12|  48.29|  30.83|   1.60|   1.80| 4.0|1992AJ....104..774L                                |Details
+38.03625|261.17679|1698|N|17 24 42.43|+38 02 10.5|A    | 8.100|V|      | |G5              |          |HIP 85209                    |Simbad|N|1|    448.8700| |      0.6600|0.1500| |0.0130|  15.13|  17.01|   4.40|   0.50|   0.75| 4.0|1992AJ....104..774L                                |Details
+15.35081|268.24883|1699|N|17 52 59.72|+15 21 02.9|     |12.210|V|      | |                |          |G 183-9                      |Simbad|N|1|      6.2019| |      0.0003|0.0145| |0.0051|  56.59|       | 110.87|   1.08|       | 4.0|1992AJ....104..774L                                |Details
+65.04447|314.75092|1700|N|20 59 00.22|+65 02 40.1|     |10.730|V|      | |K0              |          |G 262-32                     |Simbad|N|1|     52.9120| |      0.0250|0.4450| |0.0270|   7.90|       | -90.15|   0.82|       | 4.0|1992AJ....104..774L                                |Details
 +2.99447|316.03079|1701| |21 04 07.39|+02 59 40.1|     | 7.330|V|      | |F9V             |          |HIP 103987                   |Simbad| |1|    377.8200| |      0.7500|0.0860| |0.0170|  10.10|       |   1.98|   0.69|       | 4.0|1992AJ....104..774L                                |Details
+12.37669|331.41958|1702|N|22 05 40.70|+12 22 36.1|     | 9.550|V|      | |G3              |          |HIP 109067                   |Simbad|N|1|   1680.0000| |     35.0000|0.1680| |0.0480|   4.10|       |-200.82|   0.63|       | 4.0|1992AJ....104..774L                                |Details
 +2.16217|337.90092|1703|N|22 31 36.22|+02 09 43.8|     |10.750|V|      | |sd:F7           |          |HIP 111195                   |Simbad|N|1|    491.5000| |      3.2000|0.1830| |0.0190|  12.14|       |-212.68|   1.00|       | 4.0|1992AJ....104..774L                                |Details
 -2.55047|347.26687|1704|N|23 09 04.05|-02 33 01.7|     | 9.270|V|      | |G0              |          |HIP 114313                   |Simbad|N|1|   1148.0000| |     33.0000|0.2330| |0.0630|   3.71|       | -43.37|   0.77|       | 4.0|1992AJ....104..774L                                |Details
+39.41739|348.41175|1705|N|23 13 38.82|+39 25 02.6|     |11.050|V|      | |F6              |          |HIP 114661                   |Simbad|N|1|    183.8500| |      0.2100|0.7710| |0.0140|  18.80|       | -56.28|   1.20|       | 4.0|1992AJ....104..774L                                |Details
 +8.72314|357.50567|1706|N|23 50 01.36|+08 43 23.3|     |11.350|V|      | |sd:F8           |          |HIP 117522                   |Simbad|N|1|   2269.0000| |     69.0000|0.2020| |0.0950|   2.86|       |-167.80|   0.94|       | 4.0|1992AJ....104..774L                                |Details
+34.18856|000.01704|1707|N|00 00 04.09|+34 11 18.8|     | 8.500|V|      | |G0              |          |BD +33 4813                  |Simbad|N|1|    956.0000| |     13.0000|0.4760| |0.0380|   3.25|       | -30.55|   0.51|       | 4.0|1992AJ....104..774L                                |Details
-13.35706|131.66492|1708|N|08 46 39.58|-13 21 25.4|     |10.240|V|      | |A5              |          |HIP 43099                    |Simbad|N|1|    384.3000| |      1.0000|0.0830| |0.0310|   9.52|       |  41.86|   1.90|       | 4.0|2001AJ....122.3419C                                |Details
 +2.08669|168.97596|1709|N|11 15 54.23|+02 05 12.1|     | 9.210|V|      | |F5V             |          |HIP 55022                    |Simbad|N|1|    663.1800| |      0.9800|0.0460| |0.0290|   8.05|       |  61.06|   0.66|       | 4.0|2001AJ....122.3419C                                |Details
+51.06647|197.16292|1710|N|13 08 39.10|+51 03 59.3|     |10.210|V|      | |sdF6            |          |HIP 64132                    |Simbad|N|1|    517.1000| |      2.3000|0.0410| |0.0290|   7.86|       | -58.71|   0.66|       | 4.0|2001AJ....122.3419C                                |Details
 +0.84089|222.53250|1711|N|14 50 07.80|+00 50 27.2|     |11.070|V|      | |                |          |HIP 72561                    |Simbad|N|1|    687.5000| |      1.9000|0.3000| |0.0400|   6.12|       |-115.08|   0.64|       | 4.0|2001AJ....122.3419C                                |Details
+45.86647|248.99412|1712|N|16 35 58.59|+45 51 59.3|     |11.220|V|      | |                |          |HIP 81276                    |Simbad|N|1|    167.5350| |      0.0350|0.1460| |0.0150|  16.01|       |-245.62|   1.04|       | 4.0|2001AJ....122.3419C                                |Details
+27.13222|165.23996|1713| |11 00 57.59|+27 07 56.0|     | 7.950|V|      | |F7V             |          |HIP 53850                    |Simbad| |1|      7.8481| |      0.0001|0.0180| |0.0120|  46.15|       | -13.00|       |       | 4.0|1972A&A....18..267I                                |Details
 -2.91606|091.75383|1714| |06 07 00.92|-02 54 57.8|     | 9.450|V|      | |G2              |          |BD -02 1481                  |Simbad| |1|     52.4150| |            |0.0140| |0.0080|  36.20|  62.70|  33.60|       |       | 4.0|1987A&AS...71...69I                                |Details
-68.45000|075.03154|1715| |05 00 07.57|-68 27 00.0|     |12.500|V|      | |G2:Iabvar       |          |HV 883                       |Simbad| |1|   2619.0000| |     63.0000|0.2500| |0.0400|  28.50|       | 278.60|       |       | 4.0|1994A&AS..105....1I                                |Details
-71.98333|014.00000|1716| |00 56 00.00|-71 59 00.0|     |13.280|V|      | |                |          |HV 837                       |Simbad| |1|   1405.0000| |     23.0000|0.2500| |0.0500|   8.80|       | 156.00|       |       | 4.0|1994A&AS..105....1I                                |Details
-71.91758|013.23675|1717| |00 52 56.82|-71 55 03.3|     |12.690|V|      | |                |          |HV 11157                     |Simbad| |1|   2002.0000| |     53.0000|0.0000| |      |   6.50|       | 157.80|       |       | 4.0|1994A&AS..105....1I                                |Details
+12.03378|331.46842|1718| |22 05 52.42|+12 02 01.6|     |      | |      | |                |          |GCVS LY Peg                  |Simbad| |1|     33.8766| |      0.0009|0.2620| |0.0040|  40.20|       | -28.30|       |       | 4.0|1993Ap&SS.207...83P                                |Details
+58.65978|061.24358|1719| |04 04 58.46|+58 39 35.2|     | 7.340|V| 8.070|V|G2Ib            |          |HIP 19057                    |Simbad| |1|   1113.5500| |      0.1400|0.4590| |0.0070|  14.34|       | -37.48|       |       | 4.0|1996A&AS..116..497I                                |Details
+32.87161|303.09512|1720|N|20 12 22.83|+32 52 17.8|     | 9.450|V|      | |F8Ib            |          |HIP 99567                    |Simbad|N|1|    439.4100| |      0.0700|0.2770| |0.0410|   6.33|       | -13.76|       |       | 4.0|1996A&AS..116..497I                                |Details
+56.82947|340.21729|1721|N|22 40 52.15|+56 49 46.1|     | 8.570|V|      | |F6Ib            |          |HIP 111972                   |Simbad|N|1|    382.9000| |      0.0500|0.0000| |      |  10.73|       | -31.14|       |       | 4.0|1996A&AS..116..497I                                |Details
+20.33294|294.15721|1722|N|19 36 37.73|+20 19 58.6|     | 7.154|V|      | |F5:Iabvar       |          |HIP 96458                    |Simbad|N|1|   2509.8000| |      3.2000|0.5820| |0.0390|   2.85|       | -12.85|       |       | 4.0|1996A&AS..116..497I                                |Details
+69.07631|181.78158|1723| |12 07 07.58|+69 04 34.7|Aab  | 8.190|V|      | |G5              |          |HIP 59094                    |Simbad| |1|      3.8735| |      0.0000|0.0150| |0.0020|  39.30|  53.80|  -2.74|       |       | 4.0|1988A&AS...76..459I                                |Details
+69.07631|181.78158|1724| |12 07 07.58|+69 04 34.7|A    | 8.190|V|      | |G5              |          |HIP 59094                    |Simbad| |1|   2378.8000| |      2.6000|0.7660| |0.0080|   5.85|       |       |       |       | 4.0|1988A&AS...76..459I                                |Details
 +9.89575|100.24442|1725|N|06 40 58.66|+09 53 44.7|AB   | 4.660|V|      | |O7Ve            |          |HIP 31978                    |Simbad|N|1|   9247.0000| |     64.0000|0.6700| |0.0500|   9.40|       |  22.00|   1.30|       | 5.0|1993AJ....106.2072G                                |Details
+60.36283|014.19571|1726|N|00 56 46.97|+60 21 46.2|Bab-c| 5.556|V|      | |B9IVa           |          |HIP 4440                     |Simbad|N|1|   1769.0000| |     10.0000|0.2300| |0.0300|  10.50|       |  -8.70|       |       | 4.0|1992AJ....103.1357C                                |Details
 -0.66681|184.97650|1727|N|12 19 54.36|-00 40 00.5|AB   | 3.890|V|      | |A2IV            |          |HIP 60129                    |Simbad|N|1|   4791.9000| |            |0.0790| |      |   4.82|       |   5.24|       |       | 3.0|1992AJ....103.1976H                                |Details
+11.56883|319.64533|1729|N|21 18 34.88|+11 34 07.8|     | 7.030|V|      | |G0V             |          |HIP 105200                   |Simbad|N|1|      3.9660| |      0.0000|0.0033| |0.0008|  66.03|  69.69|  10.00|       |       | 4.0|1997AJ....113.1095F                                |Details
+11.56883|319.64533|1730|N|21 18 34.88|+11 34 07.8|AB   | 7.030|V|      | |G0V             |          |HIP 105200                   |Simbad|N|1|  28685.0000| |    173.0000|0.8651| |0.0008|  13.95|   6.13|   6.24|       |       | 4.0|1997AJ....113.1095F                                |Details
+39.97456|260.43221|1731|N|17 21 43.73|+39 58 28.4|AB   | 5.567|V|      | |F9Vn            |          |HIP 84949                    |Simbad|N|1|   2018.8000| |      0.7000|0.6720| |0.0020|  12.89|  18.32|  -3.37|       |       | 5.0|1994AJ....107.1529S                                |Details
+39.97456|260.43221|1732|N|17 21 43.73|+39 58 28.4|A    | 5.567|V|      | |F9Vn            |          |HIP 84949                    |Simbad|N|1|      2.2296| |      0.0000|0.0000|a|      |  93.74|       |   0.00|       |       | 5.0|1994AJ....107.1529S                                |Details
+44.38617|024.83750|1733|N|01 39 21.00|+44 23 10.2|     | 4.990|V|      | |G8III           |          |HIP 7719                     |Simbad|N|1|   7581.0000| |     48.0000|0.3680| |0.0200|   3.01|       |   6.91|   0.31|       | 5.0|1998Obs...118..158G                                |Details
+64.28986|245.59775|1734|N|16 22 23.46|+64 17 23.5|     | 9.000|V|      | |K1III           |          |BD +64 1127                  |Simbad|N|1|   3381.0000| |     71.0000|0.3700| |0.0700|   1.53|       |   4.26|   0.40|       | 5.0|1998Obs...118..209G                                |Details
 +3.11983|272.47504|1735|N|18 09 54.01|+03 07 11.4|A    | 5.680|V|      | |F5V             |          |HIP 89000                    |Simbad|N|1|    199.5500| |      0.0500|0.3020| |0.0040|  14.20|  14.80| -14.12|   0.26|   0.26| 5.0|1999Obs...119...81G                                |Details
+64.60383|134.15600|1736|N|08 56 37.44|+64 36 13.8|     | 5.500|V|      | |G6III           |          |HIP 43903                    |Simbad|N|1|   1898.7000| |      0.3000|0.7060| |0.0030|  13.33|       |   5.31|   0.27|       | 5.0|1999Obs...119..131G                                |Details
+76.71978|169.27858|1738|N|11 17 06.86|+76 43 11.2|     | 9.070|V|      | |K1III           |          |BD +77 426                   |Simbad|N|1|   1164.0000| |      0.7000|0.7250| |0.0090|   5.97|       |  19.99|   0.46|       | 5.0|1998Obs...118..350G                                |Details
+49.02969|089.26929|1739| |05 57 04.63|+49 01 46.9|     | 6.470|V|      | |G8III           |          |HIP 28162                    |Simbad| |1|     83.1296| |      0.0027|0.1220| |0.0070|   7.59|       |   0.19|   0.30|       | 5.0|2002Obs...122..275G                                |Details
+55.35306|098.63667|1740| |06 34 32.80|+55 21 11.0|     | 6.460|V|      | |K0III           |          |HIP 31359                    |Simbad| |1|    125.5940| |      0.0200|0.0460| |0.0060|  16.84|       |  -9.44|   0.53|       | 5.0|2002Obs...122..275G                                |Details
+35.83008|188.14554|1741| |12 32 34.93|+35 49 48.3|     | 8.770|V|      | |F8V             |          |HIP 61210                    |Simbad| |1|    289.0210| |      0.0130|0.8230| |0.0040|   6.69|       | -17.11|   0.45|       | 5.0|2002Obs...122..329G                                |Details
+41.98678|194.88658|1742| |12 59 32.78|+41 59 12.4|     | 8.620|V|      | |K3V             |          |HIP 63406                    |Simbad| |1|    710.6000| |      0.4000|0.3260| |0.0130|   5.61|       |  27.51|   0.39|       | 5.0|2002Obs...122..329G                                |Details
+29.97625|198.06150|1743| |13 12 14.76|+29 58 34.5|     | 8.450|V|      | |K5III-IV        |          |HIP 64422                    |Simbad| |1|    472.0000| |      0.6000|0.4210| |0.0280|   1.45|       |  15.97|   0.30|       | 5.0|2002Obs...122..329G                                |Details
+69.20111|187.52775|1744| |12 30 06.66|+69 12 04.0|     | 4.950|V|      | |M3III           |          |HIP 60998                    |Simbad| |1|   1703.0000| |      3.0000|0.3000| |0.0500|   3.67|       | -14.34|   0.90|       | 5.0|1988A&A...193..180R                                |Details
+27.97394|162.47387|1745|N|10 49 53.73|+27 58 26.2|     | 6.060|V|      | |F2IV            |F3IV      |HIP 52959                    |Simbad|N|1|     28.5004| |      0.0005|0.5549| |0.0023|  28.80|  29.55|   5.31|   0.75|       | 5.0|1998Obs...118...78G                                |Details
